mote_id,path_len,pdr_exp,delay_s,gen_count,tx_j_data,rx_j_data,cpu_j_data,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust,ctrl_tx_j,ctrl_rx_j,ctrl_cpu_j,tx_j_total,rx_j_total,cpu_j_total
18,4,0.08468351012039023,0.08,21044,5.5531917312,4.3098111999999995,0.42088000000000003,58870474,2943556,5887074,1962358,19.62656952503472,470.9644,9.166245000000002,25.179761256234723,475.2742112,9.587125
19,4,0.17520023333284934,0.08,29676,7.9677923328,6.0776448,0.59352,46476690,2323860,4647690,1549230,18.18819858861167,371.814,9.166245000000002,26.15599092141167,377.8916448,9.759765000000002
20,4,0.14147044989348082,0.08,22343,6.230014873600001,4.5758464,0.44686000000000003,77461150,3873100,7746150,2582050,25.785280264362395,619.6899999999999,9.166245000000002,32.0152951379624,624.2658464,9.613105000000001
21,4,0.08396607484618764,0.08,49603,14.0291569664,10.1586944,0.99206,61968920,3098480,6196920,2065640,18.993554688504073,495.752,9.166245000000002,33.02271165490407,505.9106944,10.158305
22,4,0.10929784650940681,0.08,50451,15.1782438912,10.332364799999999,1.00902,71264258,3563252,7126458,2375486,22.99168076424378,570.1148000000001,9.166245000000002,38.169924655443786,580.4471648,10.175265000000001
23,4,0.09509875720371368,0.08,48442,14.887582976,9.9209216,0.96884,69715035,3485790,6971535,2323845,20.22988179258123,557.721,9.166245000000002,35.117464768581236,567.6419215999999,10.135085
24,4,0.08637526458215367,0.08,32869,11.043142553600001,6.731571199999999,0.6573800000000001,66616589,3330866,6661689,2220563,24.225069833155658,532.9333999999999,9.166245000000002,35.26821238675566,539.6649712,9.823625000000002
25,4,0.07179536087390473,0.08,31506,10.614245376,6.4524288,0.63012,72813481,3640714,7281381,2427127,23.70388636080101,582.5085999999999,9.166245000000002,34.31813173680101,588.9610287999999,9.796365000000002
26,4,0.06019845767874141,0.08,33947,11.728607027199999,6.9523456,0.6789400000000001,80559596,4028024,8055996,2685332,24.114944794890203,644.4775999999999,9.166245000000002,35.843551822090205,651.4299455999999,9.845185
27,5,0.05326342939466749,0.1,28119,11.0741170176,7.1984639999999995,0.702975,79010373,3950562,7901073,2633691,21.183641585278977,632.0837999999999,9.166245000000002,32.25775860287898,639.2822639999998,9.86922
29,5,0.04044795246279479,0.1,47517,19.0931668992,12.164352,1.1879250000000001,80559596,4028024,8055996,2685332,19.99744200970949,644.4775999999999,9.166245000000002,39.090608908909495,656.641952,10.354170000000002
30,5,0.03353659233344973,0.1,18564,7.432728576,4.752384,0.4641,80559596,4028024,8055996,2685332,21.80670594392741,644.4775999999999,9.166245000000002,29.239434519927407,649.2299840000001,9.630345
31,5,0.02076414813633065,0.1,39556,15.987459276800001,10.126336,0.9889,82108819,4105486,8210919,2736973,20.23028962355504,656.8714,9.166245000000002,36.21774890035504,666.997736,10.155145000000001
32,5,0.027756054659760495,0.1,24113,9.8124863488,6.172928,0.602825,80559596,4028024,8055996,2685332,21.16088571144288,644.4775999999999,9.166245000000002,30.97337206024288,650.6505279999999,9.769070000000001
33,6,0.01627459529416285,0.12,23173,9.9021751296,7.1187456,0.69519,83658042,4182948,8365842,2788614,19.38149265940423,669.2652,9.166245000000002,29.283667789004227,676.3839456000001,9.861435
34,6,0.014442330301942915,0.12,22705,10.441539072000001,6.974976,0.68115,82108819,4105486,8210919,2736973,20.77978593238661,656.8714,9.166245000000002,31.22132500438661,663.846376,9.847395
35,6,0.012561234138592867,0.12,29281,13.5796376576,8.9951232,0.87843,83658042,4182948,8365842,2788614,19.961628961631092,669.2652,9.166245000000002,33.541266619231095,678.2603232,10.044675000000002
36,5,0.013590652717449032,0.1,31997,13.875947008,8.191232,0.799925,82108819,4105486,8210919,2736973,22.00278984949809,656.8714,9.166245000000002,35.87873685749808,665.062632,9.966170000000002
37,5,0.011465630058013718,0.1,28297,12.4568374272,7.244032,0.7074250000000001,82108819,4105486,8210919,2736973,19.9804537177743,656.8714,9.166245000000002,32.437291144974296,664.1154319999999,9.87367
38,6,0.007194002135990803,0.12,29704,15.059405209600001,9.1250688,0.89112,83658042,4182948,8365842,2788614,23.561945294180976,669.2652,9.166245000000002,38.62135050378098,678.3902688000001,10.057365
39,6,0.008184111618869012,0.12,26470,13.032218624,8.131584,0.7941,77461150,3873100,7746150,2582050,20.076792607013708,619.6899999999999,9.166245000000002,33.1090112310137,627.8215839999999,9.960345
40,5,0.009411037112166901,0.1,32287,14.656334950400002,8.265471999999999,0.8071750000000001,80559596,4028024,8055996,2685332,22.76402079949765,644.4775999999999,9.166245000000002,37.42035574989765,652.743072,9.97342
41,5,0.0095893741781471,0.1,30073,14.4365797376,7.698688,0.7518250000000001,77461150,3873100,7746150,2582050,24.698910031646392,619.6899999999999,9.166245000000002,39.13548976924639,627.388688,9.91807
42,6,0.006386397486160022,0.12,34170,18.184344576,10.497024,1.0251000000000001,75911927,3795638,7591227,2530409,26.56432661061975,607.2962,9.166245000000002,44.74867118661975,617.793224,10.191345000000002
43,6,0.007187934537373295,0.12,32839,16.655520460800002,10.0881408,0.98517,74362704,3718176,7436304,2478768,21.250578699282315,594.9024,9.166245000000002,37.90609916008232,604.9905408,10.151415
44,5,0.007864944894454348,0.1,32875,16.3203072,8.416,0.821875,66616589,3330866,6661689,2220563,22.56058839066393,532.9333999999999,9.166245000000002,38.88089559066393,541.3494,9.98812
45,8,0.008633399534882902,0.16,46553,24.3976452096,19.068108799999997,1.8621200000000002,75911927,3795638,7591227,2530409,22.034131942799963,607.2962,9.166245000000002,46.43177715239997,626.3643088,11.028365
46,8,0.009188687235465216,0.16,44082,22.7234598912,18.0559872,1.7632800000000002,66616589,3330866,6661689,2220563,18.875736022242943,532.9333999999999,9.166245000000002,41.59919591344295,550.9893871999999,10.929525000000002
47,7,0.008473148994769057,0.14,34236,15.7654315008,12.2701824,1.19826,66616589,3330866,6661689,2220563,21.876281834754405,532.9333999999999,9.166245000000002,37.64171333555441,545.2035824,10.364505000000001
48,8,0.009928508751242602,0.16,49962,25.19683584,20.4644352,1.9984800000000003,68165812,3408328,6816612,2272204,20.506674001213984,545.3272000000001,9.166245000000002,45.70350984121398,565.7916352000001,11.164725
49,6,0.010538637642217196,0.12,24172,10.3290630144,7.4256383999999995,0.72516,65067366,3253404,6506766,2168922,23.61074259571086,520.5396,9.166245000000002,33.93980561011086,527.9652384,9.891405
50,7,0.019349448638737967,0.14,10253,4.6647376896,3.6746752,0.35885500000000004,55772028,2788632,5577228,1859076,23.931043377564052,446.17679999999996,9.166245000000002,28.59578106716405,449.8514752,9.5251
51,7,0.018911157131911813,0.14,36499,16.4038769664,13.0812416,1.277465,65067366,3253404,6506766,2168922,22.374563938818444,520.5396,9.166245000000002,38.778440905218446,533.6208416,10.443710000000001
52,6,0.027916470051869816,0.12,29667,11.7536381952,9.1137024,0.89001,74362704,3718176,7436304,2478768,21.379236210689378,594.9024,9.166245000000002,33.13287440588938,604.0161024000001,10.056255
53,7,0.02171248509404068,0.14,16360,7.118196736,5.863423999999999,0.5726000000000001,69715035,3485790,6971535,2323845,20.370878864236307,557.721,9.166245000000002,27.489075600236305,563.584424,9.738845000000001
54,6,0.02653603717181859,0.12,14284,5.4645784576,4.388044799999999,0.42852,71264258,3563252,7126458,2375486,21.870088045267728,570.1148000000001,9.166245000000002,27.334666502867726,574.5028448,9.594765
