mote_id,path_len,pdr_exp,delay_s,gen_count,tx_j_data,rx_j_data,cpu_j_data,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust,ctrl_tx_j,ctrl_rx_j,ctrl_cpu_j,tx_j_total,rx_j_total,cpu_j_total
39,2,0.42764816949777884,0.04,26470,2.781001728,2.710528,0.26470000000000005,300,300,1350,700,0.0007231260969009439,0.02232,0.00026500000000000004,2.781724854096901,2.7328480000000006,0.264965
40,2,0.5106413536575486,0.04,32287,3.3690063872000002,3.3061887999999997,0.32287000000000005,364,364,1716,884,0.0009903629246146568,0.028038399999999998,0.00032,3.369996750124615,3.3342271999999995,0.3231900000000001
41,2,0.48691726280734526,0.04,30073,3.1964952575999996,3.0794752,0.30073,350,350,1550,800,0.0010235246810706635,0.025679999999999998,0.000305,3.1975187822810707,3.1051552,0.30103500000000005
42,2,0.37023771840220165,0.04,34170,3.789425664,3.499008,0.3417,343,343,1715,882,0.0012105675151832399,0.027675199999999997,0.00033500000000000007,3.790636231515183,3.5266832000000004,0.342035
43,2,0.4777226964643171,0.04,32839,3.6149171200000003,3.3627135999999997,0.32839,336,336,1584,816,0.0009245196819904328,0.0258816,0.00032,3.6158416396819906,3.3885951999999997,0.32871000000000006
44,2,0.2831459853173041,0.04,32875,3.9790847999999994,3.3664,0.32875000000000004,301,301,1419,731,0.0009815124707713528,0.023185599999999997,0.00032,3.980066312470771,3.3895856,0.3290700000000001
45,3,0.05263934427194281,0.06,46553,8.4805413888,7.1505408,0.6982950000000001,490,490,2303,1176,0.0013625327761430629,0.0375536,0.000455,8.481903921576142,7.1880944,0.6987500000000001
46,3,0.04335981302681264,0.06,44082,8.779723776,6.7709952,0.6612300000000001,387,387,1935,989,0.0011038691498105253,0.031166399999999997,0.00043000000000000004,8.780827645149811,6.802161600000001,0.66166
47,2,0.05491989595508307,0.04,34236,4.4242771968,3.5057663999999997,0.34236000000000005,301,301,1505,774,0.0009969278171561013,0.0242864,0.00033500000000000007,4.4252741246171565,3.5300527999999995,0.342695
48,4,0.060168640013950794,0.08,49962,11.3526454272,10.2322176,0.9992400000000001,440,440,2200,1100,0.001323673062415981,0.0352,0.000475,11.353969100262418,10.2674176,0.9997150000000001
49,2,0.05760556270019869,0.04,24172,3.3935167488,2.4752128,0.24172000000000002,210,210,1050,546,0.0007711620812619017,0.0170016,0.00024,3.3942879108812622,2.4922144,0.24196
50,3,0.11726131675786114,0.06,10253,1.8236888064,1.5748608,0.15379500000000002,108,108,396,216,0.0003738199743336507,0.0069696,0.000115,1.8240626263743336,1.5818303999999999,0.15391
51,3,0.11460518736762472,0.06,36499,6.2902084608,5.6062464,0.5474850000000001,336,336,1554,798,0.0010947357204811683,0.025468799999999996,0.0003600000000000001,6.291303196520481,5.6317152,0.5478450000000001
52,2,0.1691790861141127,0.04,29667,3.5330786304,3.0379008,0.29667000000000004,288,288,1440,720,0.000827997335855904,0.023039999999999998,0.000285,3.5339066277358557,3.0609408,0.29695499999999997
53,2,0.1952956936632797,0.04,16360,1.894723584,1.6752639999999999,0.16360000000000002,180,180,765,405,0.00047073695773025846,0.012888,0.00017,1.8951943209577302,1.6881519999999997,0.16377
54,3,0.17483499327613716,0.06,14284,2.3081115648,2.1940223999999997,0.21426000000000003,138,138,690,368,0.00043197385414332485,0.0112608,0.000145,2.3085435386541437,2.2052831999999998,0.214405
