mote_id,path_len,pdr_exp,delay_s,gen_count,tx_j_data,rx_j_data,cpu_j_data,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust,ctrl_tx_j,ctrl_rx_j,ctrl_cpu_j,tx_j_total,rx_j_total,cpu_j_total
39,1,0.6233084225409008,0.02,26470,1.357974528,1.355264,0.13235000000000002,300,300,1350,700,0.0007231260969009439,0.02232,0.00026500000000000004,1.3586976540969011,1.377584,0.132615
40,1,0.57183908045977,0.02,32287,1.6564005888,1.6530943999999999,0.16143500000000002,364,364,1716,884,0.0009903629246146568,0.028038399999999998,0.00032,1.6573909517246146,1.6811327999999996,0.16175500000000004
41,1,0.5425760836151245,0.02,30073,1.5428170751999999,1.5397376,0.150365,350,350,1550,800,0.0010235246810706635,0.025679999999999998,0.000305,1.5438405998810705,1.5654176,0.15067
42,1,0.5899490167516388,0.02,34170,1.7530030079999999,1.749504,0.17085,343,343,1715,882,0.0012105675151832399,0.027675199999999997,0.00033500000000000007,1.7542135755151829,1.7771792,0.17118500000000003
43,1,0.6082043343653251,0.02,32839,1.6847195136,1.6813567999999999,0.164195,336,336,1584,816,0.0009245196819904328,0.0258816,0.00032,1.6856440332819904,1.7072384,0.16451500000000002
44,1,0.5028563466629511,0.02,32875,1.6865664,1.6832,0.16437500000000002,301,301,1419,731,0.0009815124707713528,0.023185599999999997,0.00032,1.6875479124707713,1.7063856000000002,0.16469500000000004
45,1,0.5627129823018577,0.02,46553,2.3882806272,2.3835135999999997,0.23276500000000003,490,490,2303,1176,0.0013625327761430629,0.0375536,0.000455,2.389643159976143,2.4210671999999995,0.23322000000000004
46,1,0.4796146953405018,0.02,44082,2.2615123968,2.2569984,0.22041000000000002,387,387,1935,989,0.0011038691498105253,0.031166399999999997,0.00043000000000000004,2.2626162659498106,2.2881648,0.22084
47,1,0.5663078459660414,0.02,34236,1.7563889663999999,1.7528831999999999,0.17118000000000003,301,301,1505,774,0.0009969278171561013,0.0242864,0.00033500000000000007,1.757385894217156,1.7771696000000001,0.17151500000000006
48,1,0.41964380932067824,0.02,49962,2.5631705088,2.5580544,0.24981000000000003,440,440,2200,1100,0.001323673062415981,0.0352,0.000475,2.5644941818624156,2.5932543999999997,0.250285
49,1,0.4844554983123113,0.02,24172,1.2400816128,1.2376064,0.12086000000000001,210,210,1050,546,0.0007711620812619017,0.0170016,0.00024,1.2408527748812619,1.254608,0.1211
50,2,0.33630829412658164,0.04,10253,1.12865024,1.0499072,0.10253000000000001,108,108,396,216,0.0003738199743336507,0.0069696,0.000115,1.1290240599743335,1.0568768,0.10264500000000001
51,1,0.37529098769537744,0.02,36499,1.8724862975999998,1.8687487999999999,0.18249500000000002,336,336,1554,798,0.0010947357204811683,0.025468799999999996,0.0003600000000000001,1.873581033320481,1.8942176,0.18285500000000005
52,1,0.48520971302428256,0.02,29667,1.5219883008,1.5189504,0.14833500000000002,288,288,1440,720,0.000827997335855904,0.023039999999999998,0.000285,1.5228162981358557,1.5419904,0.14862000000000003
53,2,0.4410548004808007,0.04,16360,1.6987176959999999,1.6752639999999999,0.16360000000000002,180,180,765,405,0.00047073695773025846,0.012888,0.00017,1.69918843295773,1.6881519999999997,0.16377
54,1,0.5390376334019846,0.02,14284,0.7328034816,0.7313408,0.07142000000000001,138,138,690,368,0.00043197385414332485,0.0112608,0.000145,0.7332354554541433,0.7426016,0.07156500000000002
