mote_id,path_len,pdr_exp,delay_s,gen_count,tx_j_data,rx_j_data,cpu_j_data,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust,ctrl_tx_j,ctrl_rx_j,ctrl_cpu_j,tx_j_total,rx_j_total,cpu_j_total
25,1,0.7777777777777778,0.02,31506,1.6131072,1.6131072,0.15753,329,329,1504,752,0.0009975913057975606,0.024515199999999997,0.00031,1.6141047913057975,1.6376224,0.15784
26,1,0.7345132743362832,0.02,33947,1.7380864,1.7380864,0.16973500000000002,364,364,1768,884,0.0010647015275189143,0.028454399999999998,0.00032500000000000004,1.739151101527519,1.7665407999999998,0.17006000000000004
27,1,0.7218664226898445,0.02,28119,1.4396928,1.4396928,0.140595,306,306,1479,765,0.0008067484410149975,0.024072,0.00028,1.440499548441015,1.4637648,0.140875
29,1,0.8255216693418941,0.02,47517,2.4328704,2.4328704,0.23758500000000002,520,520,2496,1248,0.0012494972560731198,0.0402688,0.00046,2.4341198972560734,2.4731392000000003,0.238045
30,1,0.7663551401869159,0.02,18564,0.9504768,0.9504768,0.09282000000000001,208,208,988,520,0.0005489593389037544,0.016224,0.000185,0.9510257593389038,0.9667008,0.09300500000000002
31,1,0.8236438822670883,0.02,39556,2.0252672,2.0252672,0.19778,424,424,2120,1060,0.0010446663137274464,0.033920000000000006,0.00038,2.026311866313727,2.0591871999999998,0.19816000000000003
32,1,0.776478449716004,0.02,24113,1.2345856,1.2345856,0.120565,260,260,1300,676,0.0006911461001462083,0.0210496,0.00024,1.2352767461001462,1.2556352000000002,0.120805
33,1,0.7341772151898734,0.02,23173,1.1864576,1.1864576,0.11586500000000001,270,270,1296,648,0.0006055054912715485,0.020908799999999998,0.00023,1.1870631054912715,1.2073663999999997,0.116095
34,1,0.7888812313347117,0.02,22705,1.162496,1.162496,0.11352500000000001,265,265,1219,636,0.0006357771487002373,0.0200976,0.000225,1.1631317771487002,1.1825936,0.11375000000000002
35,1,0.7642327510368229,0.02,29281,1.4991872,1.4991872,0.146405,324,324,1620,810,0.0007730947652522167,0.02592,0.000285,1.4999602947652522,1.5251071999999999,0.14669000000000001
36,1,0.7372425554243736,0.02,31997,1.6382463999999999,1.6382463999999999,0.15998500000000002,371,371,1696,848,0.0009259997083621006,0.0276448,0.00031,1.6391723997083618,1.6658912000000001,0.16029500000000002
37,1,0.7404768074630733,0.02,28297,1.4488063999999998,1.4488063999999998,0.141485,318,318,1537,795,0.0007609267661886965,0.025016,0.00028,1.4495673267661886,1.4738224,0.141765
38,1,0.6704515792221352,0.02,29704,1.5208447999999999,1.5208447999999999,0.14852,324,324,1620,810,0.0009125315674939783,0.02592,0.000285,1.521757331567494,1.5467647999999998,0.14880500000000002
39,1,0.6233084225409008,0.02,26470,1.355264,1.355264,0.13235000000000002,300,300,1350,700,0.0007231260969009439,0.02232,0.00026500000000000004,1.3559871260969012,1.377584,0.132615
40,1,0.57183908045977,0.02,32287,1.6530943999999999,1.6530943999999999,0.16143500000000002,364,364,1716,884,0.0009903629246146568,0.028038399999999998,0.00032,1.6540847629246145,1.6811327999999996,0.16175500000000004
41,1,0.5425760836151245,0.02,30073,1.5397376,1.5397376,0.150365,350,350,1550,800,0.0010235246810706635,0.025679999999999998,0.000305,1.5407611246810706,1.5654176,0.15067
42,1,0.5899490167516388,0.02,34170,1.749504,1.749504,0.17085,343,343,1715,882,0.0012105675151832399,0.027675199999999997,0.00033500000000000007,1.750714567515183,1.7771792,0.17118500000000003
43,1,0.6082043343653251,0.02,32839,1.6813567999999999,1.6813567999999999,0.164195,336,336,1584,816,0.0009245196819904328,0.0258816,0.00032,1.6822813196819904,1.7072384,0.16451500000000002
44,1,0.5028563466629511,0.02,32875,1.6832,1.6832,0.16437500000000002,301,301,1419,731,0.0009815124707713528,0.023185599999999997,0.00032,1.6841815124707713,1.7063856000000002,0.16469500000000004
45,1,0.5627129823018577,0.02,46553,2.3835135999999997,2.3835135999999997,0.23276500000000003,490,490,2303,1176,0.0013625327761430629,0.0375536,0.000455,2.3848761327761427,2.4210671999999995,0.23322000000000004
46,1,0.4796146953405018,0.02,44082,2.2569984,2.2569984,0.22041000000000002,387,387,1935,989,0.0011038691498105253,0.031166399999999997,0.00043000000000000004,2.2581022691498105,2.2881648,0.22084
47,1,0.5663078459660414,0.02,34236,1.7528831999999999,1.7528831999999999,0.17118000000000003,301,301,1505,774,0.0009969278171561013,0.0242864,0.00033500000000000007,1.753880127817156,1.7771696000000001,0.17151500000000006
48,1,0.41964380932067824,0.02,49962,2.5580544,2.5580544,0.24981000000000003,440,440,2200,1100,0.001323673062415981,0.0352,0.000475,2.559378073062416,2.5932543999999997,0.250285
49,1,0.4844554983123113,0.02,24172,1.2376064,1.2376064,0.12086000000000001,210,210,1050,546,0.0007711620812619017,0.0170016,0.00024,1.2383775620812618,1.254608,0.1211
50,2,0.33630829412658164,0.04,10253,1.0499072,1.0499072,0.10253000000000001,108,108,396,216,0.0003738199743336507,0.0069696,0.000115,1.0502810199743335,1.0568768,0.10264500000000001
51,1,0.37529098769537744,0.02,36499,1.8687487999999999,1.8687487999999999,0.18249500000000002,336,336,1554,798,0.0010947357204811683,0.025468799999999996,0.0003600000000000001,1.869843535720481,1.8942176,0.18285500000000005
52,1,0.48520971302428256,0.02,29667,1.5189504,1.5189504,0.14833500000000002,288,288,1440,720,0.000827997335855904,0.023039999999999998,0.000285,1.5197783973358558,1.5419904,0.14862000000000003
53,2,0.4410548004808007,0.04,16360,1.6752639999999999,1.6752639999999999,0.16360000000000002,180,180,765,405,0.00047073695773025846,0.012888,0.00017,1.67573473695773,1.6881519999999997,0.16377
54,1,0.5390376334019846,0.02,14284,0.7313408,0.7313408,0.07142000000000001,138,138,690,368,0.00043197385414332485,0.0112608,0.000145,0.7317727738541433,0.7426016,0.07156500000000002
