mote_id,path_len,pdr_exp,delay_s,gen_count,tx_j_data,rx_j_data,cpu_j_data,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust,ctrl_tx_j,ctrl_rx_j,ctrl_cpu_j,tx_j_total,rx_j_total,cpu_j_total
42,3,0.2581827679422315,0.06,34170,5.248512,5.248512,0.5125500000000001,343,343,1715,882,0.0012105675151832399,0.027675199999999997,0.00033500000000000007,5.2497225675151835,5.2761872,0.5128850000000001
43,1,0.6082043343653251,0.02,32839,1.6813567999999999,1.6813567999999999,0.164195,336,336,1584,816,0.0009245196819904328,0.0258816,0.00032,1.6822813196819904,1.7072384,0.16451500000000002
44,2,0.25499328996868653,0.04,32875,3.3664,3.3664,0.32875000000000004,301,301,1419,731,0.0009815124707713528,0.023185599999999997,0.00032,3.3673815124707716,3.3895856,0.3290700000000001
45,2,0.21849090521115558,0.04,46553,4.767027199999999,4.767027199999999,0.46553000000000005,490,490,2303,1176,0.0013625327761430629,0.0375536,0.000455,4.768389732776143,4.804580799999999,0.46598500000000004
46,2,0.23802261920614312,0.04,44082,4.5139968,4.5139968,0.44082000000000005,387,387,1935,989,0.0011038691498105253,0.031166399999999997,0.00043000000000000004,4.51510066914981,4.545163200000001,0.44125000000000003
47,2,0.3083881482316247,0.04,34236,3.5057663999999997,3.5057663999999997,0.34236000000000005,301,301,1505,774,0.0009969278171561013,0.0242864,0.00033500000000000007,3.506763327817156,3.5300527999999995,0.342695
48,3,0.07478693961442606,0.06,49962,7.6741632,7.6741632,0.7494300000000002,440,440,2200,1100,0.001323673062415981,0.0352,0.000475,7.6754868730624155,7.709363199999999,0.7499050000000002
49,6,0.06825545132249555,0.12,24172,7.4256383999999995,7.4256383999999995,0.72516,210,210,1050,546,0.0007711620812619017,0.0170016,0.00024,7.426409562081262,7.442639999999999,0.7254000000000002
50,5,0.14130644054961988,0.1,10253,2.624768,2.624768,0.256325,108,108,396,216,0.0003738199743336507,0.0069696,0.000115,2.6251418199743335,2.6317376,0.25644
51,5,0.13810565618056342,0.1,36499,9.343744,9.343744,0.912475,336,336,1554,798,0.0010947357204811683,0.025468799999999996,0.0003600000000000001,9.344838735720481,9.3692128,0.9128350000000001
52,4,0.20387025436178413,0.08,29667,6.0758016,6.0758016,0.5933400000000001,288,288,1440,720,0.000827997335855904,0.023039999999999998,0.000285,6.076629597335856,6.098841599999999,0.5936250000000001
53,2,0.4410548004808007,0.04,16360,1.6752639999999999,1.6752639999999999,0.16360000000000002,180,180,765,405,0.00047073695773025846,0.012888,0.00017,1.67573473695773,1.6881519999999997,0.16377
54,3,0.3266827917435027,0.06,14284,2.1940223999999997,2.1940223999999997,0.21426000000000003,138,138,690,368,0.00043197385414332485,0.0112608,0.000145,2.1944543738541435,2.2052831999999998,0.214405
